show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3988,Movie,Antoine Griezmann: The Making of a Legend,,,,"March 21, 2019",2019,TV-PG,60 min,"Documentaries, International Movies, Sports Movies","With heart and determination, Antoine Griezmann overcame his small stature to become one of the world’s top soccer players and a World Cup champion."
s3989,TV Show,Bo on the Go!,,"Catherine O'Connor, Andrew Sabiston, Jim Fowler",Canada,"March 21, 2019",2007,TV-Y,1 Season,Kids' TV,"Staying at home doesn't mean sitting still for energetic Bo and her little dragon friend Dezzy, who embark on amazing adventures through movement."
s3990,TV Show,Stay Tuned!,,"Kyoko Yoshine, Hiroki Iijima, Kanako Miyashita, Yo Oizumi, Ken Yasuda",Japan,"March 21, 2019",2019,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","She's the most unlikely candidate to ever stumble into the role of a reporter, and she’s keeping everyone on their toes with her eccentric ways."
s3997,TV Show,Feb-09,,"Shahd El Yaseen, Shaila Sabt, Hala, Hanadi Al-Kandari, Salma Salem, Ibrahim Al-Harbi, Mahmoud Boushahri, Yousef Al Balushi, Ghorour, Abdullah Al-bloshi",,"March 20, 2019",2018,TV-14,1 Season,"International TV Shows, TV Dramas","As a psychology professor faces Alzheimer's, his daughter and her three close female friends experience romance, marriage, heartbreak and tragedy."
s3999,TV Show,My Husband Won't Fit,,"Natsumi Ishibashi, Aoi Nakamura",Japan,"March 20, 2019",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Kumiko and Kenichi meet in college and build a happy marriage together. But over time, an unusual problem threatens to destroy their relationship."
s4002,TV Show,Green Door,,"Jam Hsiao, Bea Hayden Kuo, Enno Cheng, Hsieh Ying-xuan, Jason King, Lan Wei-Hua, Shen Hai Jung, Ruby Zhan, Blue Lan",Taiwan,"March 17, 2019",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A troubled psychologist returns from the U.S. and sets up a clinic in Taiwan, where mysterious patients and uncanny events shed light on his murky past."
s4007,TV Show,If I Hadn't Met You,,"Pablo Derqui, Mercedes Sampietro, Andrea Ros, Javier Beltrán, Paula Malia, David Vert, Muguet Franc, Miquel García Borda, Berta Garcia, Joel Bramona, Montse Guallar, Abel Folk, Sergi López, Òscar Jarque, Eli Iranzo",Spain,"March 15, 2019",2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Eduard, a husband and father who loses his family in a tragic accident, travels to parallel universes to seek a better fate for his beloved wife."
s4013,TV Show,My Pride,,"Khaled Amin, Elham Al Fadalah, Fatima Al Safi, Fahad Basim, Farah ElSaraf, Hala",,"March 15, 2019",2018,TV-14,1 Season,"International TV Shows, TV Dramas","After their mother's death, Amal and her brothers struggle to live with their authoritarian father, whose cruelty and neglect break the family apart."
s4015,TV Show,Robozuna,,"Taylor Clarke-Hill, Tom Clarke-Hill, Larissa Murray, Brianna Price, Michael Obiora, Morwenna Banks, Rufus Jones, Duncan Wisbey, Danny John-Jules, Ali A",United Kingdom,"March 15, 2019",2018,TV-Y7,2 Seasons,"British TV Shows, Kids' TV",A boy and his homemade robot enter the toughest competition in the universe while attempting to free their oppressed home from an evil empire.
s4016,TV Show,The Disappearance of Madeleine McCann,,,,"March 15, 2019",2019,TV-14,1 Season,"Crime TV Shows, Docuseries","The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann, who vanished while on holiday with her family."
s4017,TV Show,Turn Up Charlie,,"Idris Elba, Piper Perabo, JJ Feild, Frankie Hervey, Guz Khan",United Kingdom,"March 15, 2019",2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.
s4023,TV Show,More to Say,,"Yousra, Naglaa Badr, Sherine Reda, Ahmed Hatem, Hesham Selim, Ingi Abou Zeid, Farouk El Fishawy, Mahmoud Fares, Tayam Amar, Heba Abdelaziz, Heba Abdelghany, Mariam El Khosht",Egypt,"March 13, 2019",2018,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries","After her son dies in an accident, a legal consultant is forced to prove her innocence when she's accused of his murder."
s4024,TV Show,The Land of Hypocrisy,,"Mohamed Henedy, Dalal Abdel Aziz, Hana Shiha, Mohammed Tharwat, Salwa Mohammed, Mohammed Hafiz, Ibrahim Issa, Leila Ezz Al Arab, Mohammed Mahmoud",Egypt,"March 13, 2019",2018,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",A hardworking man in a thankless job meets a mysterious doctor who sells him powerful pills that throw his life into disarray.
s4027,TV Show,Eugenie Nights,,"Ameena Khalil, Zafer Abdeen, Injy El Mokkaddem, Khaled Kamal, Cherif Hafez, Carmen Bsaibes, Mourad Makram, Leila Ezz Al Arab, Asmaa Abou El Yazeed, Nadine Nassib Njeim",Egypt,"March 11, 2019",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In 1940s Port Said, Kariman finds comfort and solace in the arms of an unhappily married man, who also happens to be her abusive husband's brother."
s4028,TV Show,This Evening,,"Eyad Nassar, Ahmed Dawood, Mohamed Farraag, Hanan Motawie, Arwa Gouda, Bassel Alzaro",Egypt,"March 11, 2019",2017,TV-14,1 Season,"International TV Shows, TV Dramas",The lives of a wealthy couple hiding their marital problems intersect with a group of hackers and the young women they exploit.
s4029,TV Show,Into the Badlands,,"Daniel Wu, Emily Beecham, Sarah Bolger, Oliver Stark, Orla Brady, Ally Ioannides, Stephen Lang, Marton Csokas, Madeleine Mantock, Aramis Knight",United States,"March 10, 2019",2018,TV-MA,3 Seasons,TV Action & Adventure,"Dreaming of escaping to a distant city, a ferocious warrior and a mysterious boy tangle with territorial warlords and their highly trained killers."
s4030,TV Show,Bangkok Love Stories: Hey You!,,"Wanida Termthanaporn, Isariya Patharamanop, Nontanun Anchuleepradit, Chonnikan Netjui, Attharut Krongrasri, Sumet Ong-Art, Penpak Sirikul, Suppakorn Chaiyo, Thawat Pornrattanaprasert, M.L. Kwantip Devakula, Yingsak Chonglertjetsadawong, Apichet Atirattana, Rika Ishige",,"March 8, 2019",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A loving couple become rivals when Belle opens a fusion bistro next to her ex-boyfriend Kram’s traditional restaurant in Bangkok’s chic Ari district.
s4031,TV Show,Disappearance,,"Nelly Karim, Mohamed Mamdouh, Hesham Selim",Egypt,"March 8, 2019",2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","A university lecturer in Russia returns to Egypt after her husband's sudden disappearance, uncovering further mysteries the more she investigates."
s4033,TV Show,Immortals,,"Kerem Bürsin, Elçin Sangu, Birkan Sokullu, Selma Ergeç, Türkü Turan, Nilperi Şahinkaya, Efecan Şenolsun, Elit İşcan",Turkey,"March 8, 2019",2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality."
s4036,TV Show,The Confrontation,,"Hussein Almansour, Shujoon, Mohammed Alalawi, Noor Alghandour, Fahad Basim, Hamad Ashkanani",,"March 8, 2019",2018,TV-PG,1 Season,"International TV Shows, TV Dramas","A woman struggling with sleep paralysis begins a complicated relationship with the director of a media company, whose colleagues conspire against him."
s4043,TV Show,American Crime Story: The People v. O.J. Simpson,,"Cuba Gooding Jr., Sarah Paulson, John Travolta, Courtney B. Vance, Sterling K. Brown, Kenneth Choi, Christian Clemenson, Bruce Greenwood, Nathan Lane, David Schwimmer, Chris Bauer, Jordana Brewster, Selma Blair, Connie Britton",United States,"March 6, 2019",2016,TV-MA,1 Season,"Crime TV Shows, TV Dramas","This anthology series dramatizes historic criminal cases in the U.S., including the O.J. Simpson trial and Andrew Cunanan's 1997 murder spree."
s4044,TV Show,Secret City,,"Anna Torv, Jacki Weaver, Dan Wyllie, Alex Dimitriades, Damon Herriman, Mekhi Phifer, Eugenia Yuan, Matt Zeremes, Alan Dale",Australia,"March 6, 2019",2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",A student's protest leads to a government scandal that has personal and professional repercussions for one of Australia's toughest journalists.
s4045,TV Show,A Korean Odyssey,,"Lee Seung-gi, Cha Seung-won, Oh Yeon-seo, Lee Hong-gi, Jang Gwang, Lee Se-young",South Korea,"March 5, 2019",2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.
s4055,TV Show,Cricket Fever: Mumbai Indians,,,India,"March 1, 2019",2019,TV-MA,1 Season,"Docuseries, International TV Shows",Follow Indian Premier League champions Mumbai Indians through the 2018 season in this series featuring insider insights and intense cricket action.
s4056,TV Show,Larva Island,,"Hong Bum-ki, Eddy Lee, Ahn Hyo-min, Kang Shi-hyun, Tom Wayland, Erica Schroeder",,"March 1, 2019",2019,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies","Stranded on a tropical island, two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends."
s4057,TV Show,Losers,,,,"March 1, 2019",2019,TV-MA,1 Season,Docuseries,"In a ""winning is everything"" society, how do we handle failure? This series profiles athletes who have turned the agony of defeat into human triumph."
s4058,TV Show,Northern Rescue,,"William Baldwin, Kathleen Robertson, Spencer MacPherson, Taylor Thorne, Amalia Williamson, Michelle Nolden, Peter MacNeill, Natalie Lisinska",Canada,"March 1, 2019",2019,TV-14,1 Season,TV Dramas,"After the sudden death of his wife, search and rescue commander John West relocates with his three kids to his rural hometown of Turtle Island Bay."
s4064,TV Show,The Disastrous Life of Saiki K.,,"Hiroshi Kamiya, Daisuke Ono, Nobunaga Shimazaki, Satoshi Hino, Natsuki Hanae, Ai Kayano, Yukari Tamura, Mitsuo Iwata, Rikako Aikawa",Japan,"March 1, 2019",2018,TV-14,3 Seasons,"Anime Series, International TV Shows, Teen TV Shows","High school sophomore Kusuo Saiki swore as a child that he would keep his psychic talents hidden, but his abilities still make his life difficult."
s4080,TV Show,Unsolved,,"Josh Duhamel, Jimmi Simpson, Bokeem Woodbine",United States,"February 27, 2019",2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Ride along for a dramatized version of the real-life investigations into the murders of rap icons Tupac Shakur and Biggie Smalls.
s4085,TV Show,Chef's Table,,,United States,"February 22, 2019",2019,TV-MA,6 Seasons,"Docuseries, Reality TV","In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food."
s4090,TV Show,The Big Family Cooking Showdown,,"Zoe Ball, Nadiya Hussain, Giorgio Locatelli, Rosemary Shrager",United Kingdom,"February 22, 2019",2018,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV","In this unscripted series, families passionate about food serve up their most delicious dishes for the chance to be crowned Britain's best home cooks."
s4091,TV Show,Z4,,"Apollo Costa, Gabriel Santana, Matheus Lustosa, Pedro Rezende, Werner Schünemann, Manu Gavassi, Angela Dippe, Negra Li, Patrícia de Sabrit, César Pezzuoli, Carol Loback, Marina Brandão",Brazil,"February 22, 2019",2018,TV-PG,2 Seasons,Kids' TV,Fading music biz veteran Zé realizes he has just one more chance at redemption: He must assemble a hit boy band from a ragtag group of pop newbies.
s4106,TV Show,Larry Charles' Dangerous World of Comedy,,Larry Charles,,"February 15, 2019",2019,TV-MA,1 Season,"Docuseries, TV Comedies","Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual, unexpected and dangerous places."
s4110,TV Show,The 43,,Paco Ignacio Taibo II,,"February 15, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.
s4112,TV Show,The Kirlian Frequency,,"Nicolás Van de Moortele, Letizia Denise Bloisi, María Dupláa, Ciro Herce, Milagros Molina, Jorge Pinarello, Casper Uncal, Jorge Luis Alonso",Argentina,"February 15, 2019",2017,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Horror","In the midnight hour, a lone DJ broadcasts the strangest – and scariest – tales from the outer edges of Kirlian, a lost city somewhere in Argentina."
s4115,TV Show,Barbie Dreamhouse Adventures,,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Ritesh Rajan","United States, Canada","February 14, 2019",2018,TV-Y,3 Seasons,Kids' TV,Get to know Barbie and her BFFs – including next-door neighbor Ken – in this animated vlog of adventures filmed inside her family's new dreamhouse.
s4117,TV Show,Velvet Colección,,"Marta Hazas, Asier Etxeandía, Adrián Lastra, Diego Martín, Fernando Guallar, Llorenç González, Megan Montaner, Mónica Cruz, Marta Torné, Andrea Duro, Aitana Sánchez-Gijón, Adriana Ozores, Imanol Arias",Spain,"February 14, 2019",2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In the late '60s, fashion designer Ana enlists friends Clara, Pedro and Raúl to open a store and design school in Barcelona in this ""Velvet"" spinoff."
s4119,TV Show,Iron Ladies,,"Aviis Zhong, Ben Wu, Ada Pan, Jacqueline Zhu, Gabriel Lan, Jack Lee, Wu Ting-chien, Wills Sia, Su Yen-ti, Jenny Huang",Taiwan,"February 9, 2019",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Three 30-something women in high-level jobs at a beauty e-commerce firm seem to have it all – except when it comes to love and romantic chemistry.
s4120,TV Show,The Break,,"Yoann Blanc, Guillaume Kerbush, Anne Coesens, Jasmina Douieb, Tom Audenaert, Sam Louwyck, Catherine Salée, Jean-Henri Compère",Belgium,"February 9, 2019",2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","A police detective mourning a painful loss moves back to his peaceful hometown, only to be drawn into a murder case that dredges up dark secrets."
s4123,TV Show,One Day at a Time,,"Justina Machado, Rita Moreno, Todd Grinnell, Isabella Gomez, Marcel Ruiz, Stephen Tobolowsky",United States,"February 8, 2019",2019,TV-PG,3 Seasons,TV Comedies,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom."
s4126,TV Show,The Last of the Schmucks,,"Chico, Ahmed Mekky, Hesham Maged, Bayoumi Fouad, Dina El-Sherbiny",Egypt,"February 7, 2019",2017,TV-MA,1 Season,"International TV Shows, TV Comedies","The year is 2041 and a dispute between a man and his wife has set the human race back. In this battle of the sexes, the primitive life isn't so simple."
s4127,TV Show,Hidden Worlds,,"Adel Imam, Salah Abdallah, Hiba Majdi, Bushra, Fathy Abdel Wehab, Rania Farid Shawki, Ahmad Wafiq",Egypt,"February 5, 2019",2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","While investigating an actress’s supposed suicide and her connection to the mafia, a veteran journalist discovers that corruption runs deep."
s4128,TV Show,Live,,"Jung Yu-mi, Lee Kwang-soo, Bae Seong-woo, Bae Jong-ok, Sung Dong-il",South Korea,"February 5, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace – but the reality is far from orderly.
s4130,TV Show,Safe,,"Michael C. Hall, Amanda Abbington, Marc Warren, Hannah Arterton, Audrey Fleurot, Nigel Lindsay",United Kingdom,"February 5, 2019",2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","After his teenage daughter goes missing, a widowed surgeon in an affluent neighborhood begins unearthing dark secrets about the people closest to him."
s4131,TV Show,Tayee,,"Amr Youssef, Amr Abdel Guelil, Saba Mubarak",Egypt,"February 5, 2019",2018,TV-MA,1 Season,"International TV Shows, TV Dramas",An Egyptian doctor becomes a police informant and uses his rare gift of tracking ancient artifacts in the smuggling business.
s4132,TV Show,Violet Evergarden,,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Koki Uchiyama, Minori Chihara, Haruka Tomatsu",Japan,"February 5, 2019",2018,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","The war is over, and Violet Evergarden needs a job. Scarred and emotionless, she takes a job as a letter writer to understand herself and her past."
